"0x000000000532b45f47779fce440748893b257865","Fake_Phishing3901","0","25","phish-hack"
"0x0000000009324b6434d7766af41908e4c49ee1d7","Fake_Phishing3857","0","15","phish-hack"
"0x00000000219ab540356cbb839cbe05303d7705fa","Fake_Phishing4503","0","1","phish-hack"
"0x00000000bf02300fd6251627aa3db8933a0eee83","Fake_Phishing3856","0","24","phish-hack"
"0x00000e32e51011e28958d4696627c82c3dacd5a6","Fake_Phishing3541","0","43","phish-hack"
"0x00067010f3ae17aa53e2b4d5142dda35380cf72d","Fake_Phishing2882","0","10","phish-hack"
"0x0020731604c882cf7bf8c444be97d17b19ea4316","Fake_Phishing3977","0.0601","18","phish-hack"
"0x00278018530825863b765dc6cd581c0a8d471ade","Fake_Phishing3875","0","2","phish-hack"
"0x002bf459dc58584d58886169ea0e80f3ca95ffaf","Fake_Phishing1300","0.01","4","phish-hack"
"0x002f0c8119c16d310342d869ca8bf6ace34d9c39","Fake_Phishing1493","0.01","5","phish-hack"
"0x003f12c49df27295fe97d4990b7901e2c855adf5","Fake_Phishing4449","0.00032362","19","phish-hack"
"0x0059b14e35dab1b4eee1e2926c7a5660da66f747","Fake_Phishing371","0.01","127","phish-hack"
"0x005b9f4516f8e640bbe48136901738b323c53b00","Fake_Phishing957","0.01","0","phish-hack"
"0x0061fb5485dff4bb85c078dca80d19119224d97e","Fake_Phishing1689","4.0446465","12","phish-hack"
"0x00650a784ee109797ba8c05f3496bdbf2b2b7a1c","Fake_Phishing2650","0.000007","3","phish-hack"
"0x007a376e488cee20e2b059e683e61af28eea9f63","Fake_Phishing3019","0.00054368","14","phish-hack"
"0x0084515449b037205a33d6d3940a5684126aa4b5","Fake_Phishing2033","0","10","phish-hack"
"0x008f3db10374099a11ec263415cb88c952abeedc","Fake_Phishing87","0","13","phish-hack"
"0x00bbd61f1f46bb2882e59af47b69dd7b501d5317","Fake_Phishing4447","0","3","phish-hack"
"0x00c33c49f9a2a920e3f3787204cbda9012d1912e","Fake_Phishing2820","0","154","phish-hack"
"0x00c5de1fc14428dcbbc247b6d16256c642df8c28","Fake_Phishing721","0","0","phish-hack"
"0x00c8bd3cd1e649a3fd2a89b3edc1c2ab631227a0","Fake_Phishing1813","0","0","phish-hack"
"0x00d07f8c2194f14c8d694680f2b8c0be66d4d5e9","Fake_Phishing2269","0.000683","1","phish-hack"
"0x00D71de39c7bea8b69aE917a3e56C4717ef9d566","Fake_Phishing1658","0","0","phish-hack"
"0x00dbc5d9f5c3cfb4f9f889ad0bf20650a21c6c39","Fake_Phishing3580","7.37155137","4","phish-hack"
"0x00dd74a19a4a7f1613f1bcf49d81944a7974d2a9","Fake_Phishing4294","0.02476322","4","phish-hack"
"0x00de6bb8c4c4072aa4eb8d7e04d76a00d4621428","Fake_Phishing29","0.06629434","14","phish-hack"
"0x00e01a648ff41346cdeb873182383333d2184dd1","Phishing 2","0.24222868","37","phish-hack"
"0x00e8b95224298d3a9d14f4982b56f53275431f57","Fake_Phishing3478","0","3","phish-hack"
"0x00EB6f5199cD0B671da371969B1A0F948e982Fea","Fake_Phishing1039","2.508278","23","phish-hack"
"0x0111a93692b5ccff5c4b006d88d82664f76dfd21","Fake_Phishing3635","0","18","phish-hack"
"0x011da0ab16577cbb73374a5b9b869d66253150e7","Fake_Phishing1164","0","0","phish-hack"
"0x0128282ce73c72decabaeace9358344adff449fe","Fake_Phishing2804","0.01947985","153","phish-hack"
"0x0132946103efffa43337128cf65f0b3531378e87","Fake_Phishing3089","0.00015465","45","phish-hack"
"0x0153775362c3071c1860e8dbfd53ccc82fa226f5","Fake_Phishing673","0","2","phish-hack"
"0x015a8f02b4e55b3c93678e5b44f7205ff9e8ece2","Fake_Phishing3883","427 wei","6","phish-hack"
"0x015c0E438b3a01511B98D928BD031D3Dc50AbB9E","Fake_Phishing1758","0.00251127","20","phish-hack"
"0x015f17e2851ea392351b7f259e4cfd03dc443cef","Fake_Phishing4105","0.00154","1","phish-hack"
"0x015fca1d09287823e634ae51237ee1eeff03d9d5","Fake_Phishing2281","0.00006","4","phish-hack"
"0x0167409e6106ec3e3f05a09fcf04606918d21ad5","Fake_Phishing2427","0","19","phish-hack"
"0x016c0261C48D089Ac26d0a48f840c9A9d5e203dd","Fake_Phishing1558","0","0","phish-hack"
"0x016cf0887fb6e1ec7bbfa2fde621725d2a471a88","Fake_Phishing3363","0.00449508","40","phish-hack"
"0x0177eb92b752fa0715ee0dce1d860eaf739b5cf4","Fake_Phishing2704","0.00099473","16","phish-hack"
"0x0178499f84c76c9b863318703092080f31dfa1ae","Fake_Phishing2922","0","6","phish-hack"
"0x017f86b90a46d8fd999eaefda1339355b98da12f","Fake_Phishing2218","0","2","phish-hack"
"0x018f2f4b3c9e38607aa7ab4dea23e9d663e3e050","Fake_Phishing1147","0","3","phish-hack"
"0x01b4eedf45749b38cb9ad2bae1e98e9fe2ef1d32","Fake_Phishing3160","0.00000538","16","phish-hack"
"0x01F9eC89417814d6a7b0961Edc24Fe1Cde61f208","Fake_Phishing22","0","22","phish-hack"
"0x02058ffc151cfb538df97c9ffbbfd0319570f091","Fake_Phishing3539","0","2","phish-hack"
"0x020b1573f2ca670190d33ca2f0a57b0c0399ad37","Fake_Phishing522","0","44","phish-hack"
"0x021bcdee4d5a997ae0a594e8362fe103f14aff79","Fake_Phishing4050","0.019076","3","phish-hack"
"0x022154d3816a1252ed0e68c98838694bfcd98be8","Fake_Phishing3451","0","5","phish-hack"
"0x022477f348a8b75b35fc8cf055d3b3d8a577f514","Fake_Phishing3507","0","0","phish-hack"
"0x024C344DA7208e60356378a252dAb771c34Be111","Fake_Phishing1207","0","22","phish-hack"
"0x026e78f168df546aabb2733b37920c55b335be80","Fake_Phishing2332","0.00027496","129","phish-hack"
"0x02701809c14ad7062c71628c63d7851bc5f367ce","Fake_Phishing3179","0","20","phish-hack"
"0x0275a8960fcb1235b095cb9f40edcae031eae5fd","Fake_Phishing2426","0","2","phish-hack"
"0x027a46b6cd1e80df60f5cf0f22c3f3fb899b2efd","Fake_Phishing2991","11.44120833","6","phish-hack"
"0x0286f8b63ebcc35c50541013dd9d259574101ebb","Fake_Phishing2484","0","0","phish-hack"
"0x0297772598b604cce74bafea2b863205541934aa","Fake_Phishing4259","0","11","phish-hack"
"0x0297a3211d69a1a268591e1Ff6f570699cCC50CA","Fake_Phishing1377","0","16","phish-hack"
"0x029c42a07652d436533e3cb9b9c69fa188e91981","Fake_Phishing4419","0","66","phish-hack"
"0x02b781439dE5676C0d6Cf16413478be1244990CC","Fake_Phishing291","0","0","phish-hack"
"0x02d0b53ec925f5c5907eb3dd85bededaa4362564","Fake_Phishing1983","0","30","phish-hack"
"0x02d1347abe00beaa073058b1414722cdcc31abb3","Fake_Phishing2259","0","3","phish-hack"
"0x02da54ffdbb67e35d70c6b20fa217349dee28b08","Fake_Phishing4049","0.0040165","1","phish-hack"
"0x02dfa0d5184c41689377d5d47054da210ce941f6","Fake_Phishing2767","0","79","phish-hack"
"0x02ec8d1f360ac651a99aec50c873100ca3563301","Fake_Phishing4052","0.00412399","56","phish-hack"
"0x02f8297193719054c7b951704542c46a427d0530","Fake_Phishing3003","0","0","phish-hack"
"0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691","Fake_Phishing4106","0","146","phish-hack"
"0x030a027cdd6994a712fbb1efd6d36369ec7cca89","Fake_Phishing3011","1.82521194","5","phish-hack"
"0x0310c4385311d225cbcaca26fefc9ab45d3eba3e","Fake_Phishing504","0.001344","9","phish-hack"
"0x031ae3d7e6b22b5400d215e6ca84ba4341e48b24","Fake_Phishing3905","0","4","phish-hack"
"0x031bf1601c970581e3c50631242197de56918cd1","Fake_Phishing3261","0","0","phish-hack"
"0x0324A5f6289e647BAf88d9c96c331Cf964220ce8","Fake_Phishing1190","0.000018","3","phish-hack"
